localidad;provincia;ccaa;país
Piña de Campos;Palencia;Castilla León;España
Pino del Río;Palencia;Castilla León;España
Población de Arroyo;Palencia;Castilla León;España
Población de Campos;Palencia;Castilla León;España
Población de Cerrato;Palencia;Castilla León;España
Polentinos;Palencia;Castilla León;España
Pomar de Valdivia;Palencia;Castilla León;España
Poza de la Vega;Palencia;Castilla León;España
Pozo de Urama;Palencia;Castilla León;España
Prádanos de Ojeda;Palencia;Castilla León;España
Puebla de Valdavia (La);Palencia;Castilla León;España
Quintana del Puente;Palencia;Castilla León;España
Quintanilla de Onsoña;Palencia;Castilla León;España
Reinoso de Cerrato;Palencia;Castilla León;España
Renedo de la Vega;Palencia;Castilla León;España
Requena de Campos;Palencia;Castilla León;España
Respenda de la Peña;Palencia;Castilla León;España
Revenga de Campos;Palencia;Castilla León;España
Revilla de Collazos;Palencia;Castilla León;España
Ribas de Campos;Palencia;Castilla León;España
Riberos de la Cueza;Palencia;Castilla León;España
Saldaña;Palencia;Castilla León;España
Salinas de Pisuerga;Palencia;Castilla León;España
San Cebrián de Campos;Palencia;Castilla León;España
San Cebrián de Mudá;Palencia;Castilla León;España
San Cristóbal de Boedo;Palencia;Castilla León;España
San Mamés de Campos;Palencia;Castilla León;España
San Román de la Cuba;Palencia;Castilla León;España
Santa Cecilia del Alcor;Palencia;Castilla León;España
Santa Cruz de Boedo;Palencia;Castilla León;España
Santervás de la Vega;Palencia;Castilla León;España
Santibáñez de Ecla;Palencia;Castilla León;España
Santibáñez de la Peña;Palencia;Castilla León;España
Santoyo;Palencia;Castilla León;España
Serna (La);Palencia;Castilla León;España
Soto de Cerrato;Palencia;Castilla León;España
Sotobañado y Priorato;Palencia;Castilla León;España
Tabanera de Cerrato;Palencia;Castilla León;España
Tabanera de Valdavia;Palencia;Castilla León;España
Támara de Campos;Palencia;Castilla León;España
Tariego de Cerrato;Palencia;Castilla León;España
Torquemada;Palencia;Castilla León;España
Torremormojón;Palencia;Castilla León;España
Triollo;Palencia;Castilla León;España
Valbuena de Pisuerga;Palencia;Castilla León;España
Valde-Ucieza;Palencia;Castilla León;España
Valdeolmillos;Palencia;Castilla León;España
Valderrábano;Palencia;Castilla León;España
Valle de Cerrato;Palencia;Castilla León;España
Valle del Retortillo;Palencia;Castilla León;España
Velilla del Río Carrión;Palencia;Castilla León;España
Venta de Baños;Palencia;Castilla León;España
Vertavillo;Palencia;Castilla León;España
Vid de Ojeda (La);Palencia;Castilla León;España
Villabasta de Valdavia;Palencia;Castilla León;España
Villacidaler;Palencia;Castilla León;España
Villaconancio;Palencia;Castilla León;España
Villada;Palencia;Castilla León;España
Villaeles de Valdavia;Palencia;Castilla León;España
Villahán;Palencia;Castilla León;España
Villaherreros;Palencia;Castilla León;España
Villalaco;Palencia;Castilla León;España
Villalba de Guardo;Palencia;Castilla León;España
Villalcázar de Sirga;Palencia;Castilla León;España
Villalcón;Palencia;Castilla León;España
Villalobón;Palencia;Castilla León;España
Villaluenga de la Vega;Palencia;Castilla León;España
Villamartín de Campos;Palencia;Castilla León;España
Villamediana;Palencia;Castilla León;España
Villameriel;Palencia;Castilla León;España
Villamoronta;Palencia;Castilla León;España
Villamuera de la Cueza;Palencia;Castilla León;España
Villamuriel de Cerrato;Palencia;Castilla León;España
Villanueva del Rebollar;Palencia;Castilla León;España
Villanuño de Valdavia;Palencia;Castilla León;España
Villaprovedo;Palencia;Castilla León;España
Villarmentero de Campos;Palencia;Castilla León;España
Villarrabé;Palencia;Castilla León;España
Villarramiel;Palencia;Castilla León;España
Villasarracino;Palencia;Castilla León;España
Villasila de Valdavia;Palencia;Castilla León;España
Villaturde;Palencia;Castilla León;España
Villaumbrales;Palencia;Castilla León;España
Villaviudas;Palencia;Castilla León;España
Villerías de Campos;Palencia;Castilla León;España
Villodre;Palencia;Castilla León;España
Villodrigo;Palencia;Castilla León;España
Villoldo;Palencia;Castilla León;España
Villota del Páramo;Palencia;Castilla León;España
Villovieco;Palencia;Castilla León;España
Abusejo;Salamanca;Castilla León;España
Agallas;Salamanca;Castilla León;España
Ahigal de los Aceiteros;Salamanca;Castilla León;España
Ahigal de Villarino;Salamanca;Castilla León;España
Alameda de Gardón (La);Salamanca;Castilla León;España
Alamedilla (La);Salamanca;Castilla León;España
Alaraz;Salamanca;Castilla León;España
Alba de Tormes;Salamanca;Castilla León;España
Alba de Yeltes;Salamanca;Castilla León;España
Alberca (La);Salamanca;Castilla León;España
Alberguería de Argañán (La);Salamanca;Castilla León;España
Alconada;Salamanca;Castilla León;España
Aldea del Obispo;Salamanca;Castilla León;España
Aldeacipreste;Salamanca;Castilla León;España
Aldeadávila de la Ribera;Salamanca;Castilla León;España
Aldealengua;Salamanca;Castilla León;España
Aldeanueva de Figueroa;Salamanca;Castilla León;España
Aldeanueva de la Sierra;Salamanca;Castilla León;España
Aldearrodrigo;Salamanca;Castilla León;España
Aldearrubia;Salamanca;Castilla León;España
Aldeaseca de Alba;Salamanca;Castilla León;España
Aldeaseca de la Frontera;Salamanca;Castilla León;España
Aldeatejada;Salamanca;Castilla León;España
Aldeavieja de Tormes;Salamanca;Castilla León;España
Aldehuela de la Bóveda;Salamanca;Castilla León;España
Aldehuela de Yeltes;Salamanca;Castilla León;España
Almenara de Tormes;Salamanca;Castilla León;España
Almendra;Salamanca;Castilla León;España
Anaya de Alba;Salamanca;Castilla León;España
Añover de Tormes;Salamanca;Castilla León;España
Arabayona de Mógica;Salamanca;Castilla León;España
Arapiles;Salamanca;Castilla León;España
Arcediano;Salamanca;Castilla León;España
Arco (El);Salamanca;Castilla León;España
Armenteros;Salamanca;Castilla León;España
Atalaya (La);Salamanca;Castilla León;España
Babilafuente;Salamanca;Castilla León;España
Bañobárez;Salamanca;Castilla León;España
Barbadillo;Salamanca;Castilla León;España
Barbalos;Salamanca;Castilla León;España
Barceo;Salamanca;Castilla León;España
Barruecopardo;Salamanca;Castilla León;España
Bastida (La);Salamanca;Castilla León;España
Béjar;Salamanca;Castilla León;España
Beleña;Salamanca;Castilla León;España
Bermellar;Salamanca;Castilla León;España
Berrocal de Huebra;Salamanca;Castilla León;España
Berrocal de Salvatierra;Salamanca;Castilla León;España
Boada;Salamanca;Castilla León;España
Bodón (El);Salamanca;Castilla León;España
Bogajo;Salamanca;Castilla León;España
Bouza (La);Salamanca;Castilla León;España
Bóveda del Río Almar;Salamanca;Castilla León;España
Brincones;Salamanca;Castilla León;España
Buenamadre;Salamanca;Castilla León;España
Buenavista;Salamanca;Castilla León;España
Cabaco (El);Salamanca;Castilla León;España
Cabeza de Béjar (La);Salamanca;Castilla León;España
Cabeza del Caballo;Salamanca;Castilla León;España
Cabezabellosa de la Calzada;Salamanca;Castilla León;España
Cabrerizos;Salamanca;Castilla León;España
Cabrillas;Salamanca;Castilla León;España
Calvarrasa de Abajo;Salamanca;Castilla León;España
Calvarrasa de Arriba;Salamanca;Castilla León;España
Calzada de Béjar (La);Salamanca;Castilla León;España
Calzada de Don Diego;Salamanca;Castilla León;España
Calzada de Valdunciel;Salamanca;Castilla León;España
Campillo de Azaba;Salamanca;Castilla León;España
Campo de Peñaranda (El);Salamanca;Castilla León;España
Candelario;Salamanca;Castilla León;España
Canillas de Abajo;Salamanca;Castilla León;España
Cantagallo;Salamanca;Castilla León;España
Cantalapiedra;Salamanca;Castilla León;España
Cantalpino;Salamanca;Castilla León;España
Cantaracillo;Salamanca;Castilla León;España
Carbajosa de la Sagrada;Salamanca;Castilla León;España
Carpio de Azaba;Salamanca;Castilla León;España
Carrascal de Barregas;Salamanca;Castilla León;España
Carrascal del Obispo;Salamanca;Castilla León;España
Casafranca;Salamanca;Castilla León;España
Casas del Conde (Las);Salamanca;Castilla León;España
Casillas de Flores;Salamanca;Castilla León;España
Castellanos de Moriscos;Salamanca;Castilla León;España
Castellanos de Villiquera;Salamanca;Castilla León;España
Castillejo de Martín Viejo;Salamanca;Castilla León;España
Castraz;Salamanca;Castilla León;España
Cepeda;Salamanca;Castilla León;España
Cereceda de la Sierra;Salamanca;Castilla León;España
Cerezal de Peñahorcada;Salamanca;Castilla León;España
Cerralbo;Salamanca;Castilla León;España
Cerro (El);Salamanca;Castilla León;España
Cespedosa de Tormes;Salamanca;Castilla León;España
Chagarcía Medianero;Salamanca;Castilla León;España
Cilleros de la Bastida;Salamanca;Castilla León;España
Cipérez;Salamanca;Castilla León;España
Ciudad Rodrigo;Salamanca;Castilla León;España
Coca de Alba;Salamanca;Castilla León;España
Colmenar de Montemayor;Salamanca;Castilla León;España
Cordovilla;Salamanca;Castilla León;España
Cristóbal;Salamanca;Castilla León;España
Cubo de Don Sancho (El);Salamanca;Castilla León;España
Dios le Guarde;Salamanca;Castilla León;España
Doñinos de Ledesma;Salamanca;Castilla León;España
Doñinos de Salamanca;Salamanca;Castilla León;España
Ejeme;Salamanca;Castilla León;España
Encina (La);Salamanca;Castilla León;España
Encina de San Silvestre;Salamanca;Castilla León;España
Encinas de Abajo;Salamanca;Castilla León;España
Encinas de Arriba;Salamanca;Castilla León;España
Encinasola de los Comendadores;Salamanca;Castilla León;España
Endrinal;Salamanca;Castilla León;España
Escurial de la Sierra;Salamanca;Castilla León;España
Espadaña;Salamanca;Castilla León;España
Espeja;Salamanca;Castilla León;España
Espino de la Orbada;Salamanca;Castilla León;España
Florida de Liébana;Salamanca;Castilla León;España
Forfoleda;Salamanca;Castilla León;España
Frades de la Sierra;Salamanca;Castilla León;España
Fregeneda (La);Salamanca;Castilla León;España
Fresnedoso;Salamanca;Castilla León;España
Fresno Alhándiga;Salamanca;Castilla León;España
Fuente de San Esteban (La);Salamanca;Castilla León;España
Fuenteguinaldo;Salamanca;Castilla León;España
Fuenteliante;Salamanca;Castilla León;España
Fuenterroble de Salvatierra;Salamanca;Castilla León;España
Fuentes de Béjar;Salamanca;Castilla León;España
Fuentes de Oñoro;Salamanca;Castilla León;España
Gajates;Salamanca;Castilla León;España
Galindo y Perahuy;Salamanca;Castilla León;España
Galinduste;Salamanca;Castilla León;España
Galisancho;Salamanca;Castilla León;España
Gallegos de Argañán;Salamanca;Castilla León;España
Gallegos de Solmirón;Salamanca;Castilla León;España
Garcibuey;Salamanca;Castilla León;España
Garcihernández;Salamanca;Castilla León;España
Garcirrey;Salamanca;Castilla León;España
Gejuelo del Barro;Salamanca;Castilla León;España
Golpejas;Salamanca;Castilla León;España
Gomecello;Salamanca;Castilla León;España
Guadramiro;Salamanca;Castilla León;España
Guijo de Ávila;Salamanca;Castilla León;España
Guijuelo;Salamanca;Castilla León;España
Herguijuela de Ciudad Rodrigo;Salamanca;Castilla León;España
Herguijuela de la Sierra;Salamanca;Castilla León;España
Herguijuela del Campo;Salamanca;Castilla León;España
Hinojosa de Duero;Salamanca;Castilla León;España
Horcajo de Montemayor;Salamanca;Castilla León;España
Horcajo Medianero;Salamanca;Castilla León;España
Hoya (La);Salamanca;Castilla León;España
Huerta;Salamanca;Castilla León;España
Iruelos;Salamanca;Castilla León;España
Ituero de Azaba;Salamanca;Castilla León;España
Juzbado;Salamanca;Castilla León;España
Lagunilla;Salamanca;Castilla León;España
Larrodrigo;Salamanca;Castilla León;España
Ledesma;Salamanca;Castilla León;España
Ledrada;Salamanca;Castilla León;España
Linares de Riofrío;Salamanca;Castilla León;España
Lumbrales;Salamanca;Castilla León;España
Machacón;Salamanca;Castilla León;España
Macotera;Salamanca;Castilla León;España
Madroñal;Salamanca;Castilla León;España
Maíllo (El);Salamanca;Castilla León;España
Malpartida;Salamanca;Castilla León;España
Mancera de Abajo;Salamanca;Castilla León;España
Manzano (El);Salamanca;Castilla León;España
Martiago;Salamanca;Castilla León;España
Martín de Yeltes;Salamanca;Castilla León;España
Martinamor;Salamanca;Castilla León;España
Masueco;Salamanca;Castilla León;España
Mata de Ledesma (La);Salamanca;Castilla León;España
Matilla de los Caños del Río;Salamanca;Castilla León;España
Maya (La);Salamanca;Castilla León;España
Membribe de la Sierra;Salamanca;Castilla León;España
Mieza;Salamanca;Castilla León;España
Milano (El);Salamanca;Castilla León;España
Miranda de Azán;Salamanca;Castilla León;España
Miranda del Castañar;Salamanca;Castilla León;España
Mogarraz;Salamanca;Castilla León;España
Molinillo;Salamanca;Castilla León;España
Monforte de la Sierra;Salamanca;Castilla León;España
Monleón;Salamanca;Castilla León;España
Monleras;Salamanca;Castilla León;España
Monsagro;Salamanca;Castilla León;España
Montejo;Salamanca;Castilla León;España
Montemayor del Río;Salamanca;Castilla León;España
Monterrubio de Armuña;Salamanca;Castilla León;España
Monterrubio de la Sierra;Salamanca;Castilla León;España
Morasverdes;Salamanca;Castilla León;España
Morille;Salamanca;Castilla León;España
Moríñigo;Salamanca;Castilla León;España
Moriscos;Salamanca;Castilla León;España
Moronta;Salamanca;Castilla León;España
Mozárbez;Salamanca;Castilla León;España
Narros de Matalayegua;Salamanca;Castilla León;España
Nava de Béjar;Salamanca;Castilla León;España
Nava de Francia;Salamanca;Castilla León;España
Nava de Sotrobal;Salamanca;Castilla León;España
Navacarros;Salamanca;Castilla León;España
Navales;Salamanca;Castilla León;España
Navalmoral de Béjar;Salamanca;Castilla León;España
Navamorales;Salamanca;Castilla León;España
Navarredonda de la Rinconada;Salamanca;Castilla León;España
Navasfrías;Salamanca;Castilla León;España
Negrilla de Palencia;Salamanca;Castilla León;España
Olmedo de Camaces;Salamanca;Castilla León;España
Orbada (La);Salamanca;Castilla León;España
Pajares de la Laguna;Salamanca;Castilla León;España
Palacios del Arzobispo;Salamanca;Castilla León;España
Palaciosrubios;Salamanca;Castilla León;España
Palencia de Negrilla;Salamanca;Castilla León;España
Parada de Arriba;Salamanca;Castilla León;España
Parada de Rubiales;Salamanca;Castilla León;España
Paradinas de San Juan;Salamanca;Castilla León;España
Pastores;Salamanca;Castilla León;España
Payo (El);Salamanca;Castilla León;España
Pedraza de Alba;Salamanca;Castilla León;España
Pedrosillo de Alba;Salamanca;Castilla León;España
Pedrosillo de los Aires;Salamanca;Castilla León;España
Pedrosillo el Ralo;Salamanca;Castilla León;España
Pedroso de la Armuña (El);Salamanca;Castilla León;España
Pelabravo;Salamanca;Castilla León;España
Pelarrodríguez;Salamanca;Castilla León;España
Pelayos;Salamanca;Castilla León;España
Peña (La);Salamanca;Castilla León;España
Peñacaballera;Salamanca;Castilla León;España
Peñaparda;Salamanca;Castilla León;España
Peñaranda de Bracamonte;Salamanca;Castilla León;España
Peñarandilla;Salamanca;Castilla León;España
Peralejos de Abajo;Salamanca;Castilla León;España
Peralejos de Arriba;Salamanca;Castilla León;España
Pereña de la Ribera;Salamanca;Castilla León;España
Peromingo;Salamanca;Castilla León;España
Pinedas;Salamanca;Castilla León;España
Pino de Tormes (El);Salamanca;Castilla León;España
Pitiegua;Salamanca;Castilla León;España
Pizarral;Salamanca;Castilla León;España
Poveda de las Cintas;Salamanca;Castilla León;España
Pozos de Hinojo;Salamanca;Castilla León;España
Puebla de Azaba;Salamanca;Castilla León;España
Puebla de San Medel;Salamanca;Castilla León;España
Puebla de Yeltes;Salamanca;Castilla León;España
Puente del Congosto;Salamanca;Castilla León;España
Puertas;Salamanca;Castilla León;España
Puerto de Béjar;Salamanca;Castilla León;España
Puerto Seguro;Salamanca;Castilla León;España
Rágama;Salamanca;Castilla León;España
Redonda (La);Salamanca;Castilla León;España
Retortillo;Salamanca;Castilla León;España
Rinconada de la Sierra (La);Salamanca;Castilla León;España
Robleda;Salamanca;Castilla León;España
Robliza de Cojos;Salamanca;Castilla León;España
Rollán;Salamanca;Castilla León;España
Saelices el Chico;Salamanca;Castilla León;España
Sagrada (La);Salamanca;Castilla León;España
Sahugo (El);Salamanca;Castilla León;España
Salamanca;Salamanca;Castilla León;España
Saldeana;Salamanca;Castilla León;España
Salmoral;Salamanca;Castilla León;España
Salvatierra de Tormes;Salamanca;Castilla León;España
San Cristóbal de la Cuesta;Salamanca;Castilla León;España
San Esteban de la Sierra;Salamanca;Castilla León;España
San Felices de los Gallegos;Salamanca;Castilla León;España
San Martín del Castañar;Salamanca;Castilla León;España
San Miguel de Valero;Salamanca;Castilla León;España
San Miguel del Robledo;Salamanca;Castilla León;España
San Morales;Salamanca;Castilla León;España
San Muñoz;Salamanca;Castilla León;España
San Pedro de Rozados;Salamanca;Castilla León;España
San Pedro del Valle;Salamanca;Castilla León;España
San Pelayo de Guareña;Salamanca;Castilla León;España
Sanchón de la Ribera;Salamanca;Castilla León;España
Sanchón de la Sagrada;Salamanca;Castilla León;España
Sanchotello;Salamanca;Castilla León;España
Sancti-Spíritus;Salamanca;Castilla León;España
Sando;Salamanca;Castilla León;España
Santa María de Sando;Salamanca;Castilla León;España
Santa Marta de Tormes;Salamanca;Castilla León;España
Santiago de la Puebla;Salamanca;Castilla León;España
Santibáñez de Béjar;Salamanca;Castilla León;España
Santibáñez de la Sierra;Salamanca;Castilla León;España
Santiz;Salamanca;Castilla León;España
Santos (Los);Salamanca;Castilla León;España
Sardón de los Frailes;Salamanca;Castilla León;España
Saucelle;Salamanca;Castilla León;España
Sepulcro-Hilario;Salamanca;Castilla León;España
Sequeros;Salamanca;Castilla León;España
Serradilla del Arroyo;Salamanca;Castilla León;España
Serradilla del Llano;Salamanca;Castilla León;España
Sierpe (La);Salamanca;Castilla León;España
Sieteiglesias de Tormes;Salamanca;Castilla León;España
Sobradillo;Salamanca;Castilla León;España
Sorihuela;Salamanca;Castilla León;España
Sotoserrano;Salamanca;Castilla León;España
Tabera de Abajo;Salamanca;Castilla León;España
Tala (La);Salamanca;Castilla León;España
Tamames;Salamanca;Castilla León;España
Tarazona de Guareña;Salamanca;Castilla León;España
Tardáguila;Salamanca;Castilla León;España
Tejado (El);Salamanca;Castilla León;España
Tejeda y Segoyuela;Salamanca;Castilla León;España
Tenebrón;Salamanca;Castilla León;España
Terradillos;Salamanca;Castilla León;España
Topas;Salamanca;Castilla León;España
Tordillos;Salamanca;Castilla León;España
Tornadizo (El);Salamanca;Castilla León;España
Torresmenudas;Salamanca;Castilla León;España
Trabanca;Salamanca;Castilla León;España
Tremedal de Tormes;Salamanca;Castilla León;España
Valdecarros;Salamanca;Castilla León;España
Valdefuentes de Sangusín;Salamanca;Castilla León;España
Valdehijaderos;Salamanca;Castilla León;España
Valdelacasa;Salamanca;Castilla León;España
Valdelageve;Salamanca;Castilla León;España
Valdelosa;Salamanca;Castilla León;España
Valdemierque;Salamanca;Castilla León;España
Valderrodrigo;Salamanca;Castilla León;España
Valdunciel;Salamanca;Castilla León;España
Valero;Salamanca;Castilla León;España
Vallejera de Riofrío;Salamanca;Castilla León;España
Valsalabroso;Salamanca;Castilla León;España
Valverde de Valdelacasa;Salamanca;Castilla León;España
Valverdón;Salamanca;Castilla León;España
Vecinos;Salamanca;Castilla León;España
Vega de Tirados;Salamanca;Castilla León;España
Veguillas (Las);Salamanca;Castilla León;España
Vellés (La);Salamanca;Castilla León;España
Ventosa del Río Almar;Salamanca;Castilla León;España
Vídola (La);Salamanca;Castilla León;España
Villaflores;Salamanca;Castilla León;España
Villagonzalo de Tormes;Salamanca;Castilla León;España
Villalba de los Llanos;Salamanca;Castilla León;España
Villamayor;Salamanca;Castilla León;España
Villanueva del Conde;Salamanca;Castilla León;España
Villar de Argañán;Salamanca;Castilla León;España
Villar de Ciervo;Salamanca;Castilla León;España
Villar de Gallimazo;Salamanca;Castilla León;España
Villar de la Yegua;Salamanca;Castilla León;España
Villar de Peralonso;Salamanca;Castilla León;España
Villar de Samaniego;Salamanca;Castilla León;España
Villares de la Reina;Salamanca;Castilla León;España
Villares de Yeltes;Salamanca;Castilla León;España
Villarino de los Aires;Salamanca;Castilla León;España
Villarmayor;Salamanca;Castilla León;España
Villarmuerto;Salamanca;Castilla León;España
Villasbuenas;Salamanca;Castilla León;España
Villasdardo;Salamanca;Castilla León;España
Villaseco de los Gamitos;Salamanca;Castilla León;España
Villaseco de los Reyes;Salamanca;Castilla León;España
Villasrubias;Salamanca;Castilla León;España
Villaverde de Guareña;Salamanca;Castilla León;España
Villavieja de Yeltes;Salamanca;Castilla León;España
Villoria;Salamanca;Castilla León;España
Villoruela;Salamanca;Castilla León;España
Vilvestre;Salamanca;Castilla León;España
Vitigudino;Salamanca;Castilla León;España
Yecla de Yeltes;Salamanca;Castilla León;España
Zamarra;Salamanca;Castilla León;España
Zamayón;Salamanca;Castilla León;España
Zarapicos;Salamanca;Castilla León;España
Zarza de Pumareda (La);Salamanca;Castilla León;España
Zorita de la Frontera;Salamanca;Castilla León;España
Abades;Segovia;Castilla León;España
Adrada de Pirón;Segovia;Castilla León;España
Adrados;Segovia;Castilla León;España
Aguilafuente;Segovia;Castilla León;España
Alconada de Maderuelo;Segovia;Castilla León;España
Aldea Real;Segovia;Castilla León;España
Aldealcorvo;Segovia;Castilla León;España
Aldealengua de Pedraza;Segovia;Castilla León;España
Aldealengua de Santa María;Segovia;Castilla León;España
Aldeanueva de la Serrezuela;Segovia;Castilla León;España
Aldeanueva del Codonal;Segovia;Castilla León;España
Aldeasoña;Segovia;Castilla León;España
Aldehorno;Segovia;Castilla León;España
Aldehuela del Codonal;Segovia;Castilla León;España
Aldeonte;Segovia;Castilla León;España
Anaya;Segovia;Castilla León;España
Añe;Segovia;Castilla León;España
Arahuetes;Segovia;Castilla León;España
Arcones;Segovia;Castilla León;España
Arevalillo de Cega;Segovia;Castilla León;España
Armuña;Segovia;Castilla León;España
Ayllón;Segovia;Castilla León;España
Barbolla;Segovia;Castilla León;España
Basardilla;Segovia;Castilla León;España
Bercial;Segovia;Castilla León;España
Bercimuel;Segovia;Castilla León;España
Bernardos;Segovia;Castilla León;España
Bernuy de Porreros;Segovia;Castilla León;España
Boceguillas;Segovia;Castilla León;España
Brieva;Segovia;Castilla León;España
Caballar;Segovia;Castilla León;España
Cabañas de Polendos;Segovia;Castilla León;España
Cabezuela;Segovia;Castilla León;España
Calabazas de Fuentidueña;Segovia;Castilla León;España
Campo de San Pedro;Segovia;Castilla León;España
Cantalejo;Segovia;Castilla León;España
Cantimpalos;Segovia;Castilla León;España
Carbonero el Mayor;Segovia;Castilla León;España
Carrascal del Río;Segovia;Castilla León;España
Casla;Segovia;Castilla León;España
Castillejo de Mesleón;Segovia;Castilla León;España
Castro de Fuentidueña;Segovia;Castilla León;España
Castrojimeno;Segovia;Castilla León;España
Castroserna de Abajo;Segovia;Castilla León;España
Castroserracín;Segovia;Castilla León;España
Cedillo de la Torre;Segovia;Castilla León;España
Cerezo de Abajo;Segovia;Castilla León;España
Cerezo de Arriba;Segovia;Castilla León;España
Chañe;Segovia;Castilla León;España
Cilleruelo de San Mamés;Segovia;Castilla León;España
Cobos de Fuentidueña;Segovia;Castilla León;España
Coca;Segovia;Castilla León;España
Codorniz;Segovia;Castilla León;España
Collado Hermoso;Segovia;Castilla León;España
Condado de Castilnovo;Segovia;Castilla León;España
Corral de Ayllón;Segovia;Castilla León;España
Cozuelos de Fuentidueña;Segovia;Castilla León;España
Cubillo;Segovia;Castilla León;España
Cuéllar;Segovia;Castilla León;España
Cuevas de Provanco;Segovia;Castilla León;España
Domingo García;Segovia;Castilla León;España
Donhierro;Segovia;Castilla León;España
Duruelo;Segovia;Castilla León;España
Encinas;Segovia;Castilla León;España
Encinillas;Segovia;Castilla León;España
Escalona del Prado;Segovia;Castilla León;España
Escarabajosa de Cabezas;Segovia;Castilla León;España
Escobar de Polendos;Segovia;Castilla León;España
Espinar (El);Segovia;Castilla León;España
Espirdo;Segovia;Castilla León;España
Fresneda de Cuéllar;Segovia;Castilla León;España
Fresno de Cantespino;Segovia;Castilla León;España
Fresno de la Fuente;Segovia;Castilla León;España
Frumales;Segovia;Castilla León;España
Fuente de Santa Cruz;Segovia;Castilla León;España
Fuente el Olmo de Fuentidueña;Segovia;Castilla León;España
Fuente el Olmo de Íscar;Segovia;Castilla León;España
Fuentepelayo;Segovia;Castilla León;España
Fuentepiñel;Segovia;Castilla León;España
Fuenterrebollo;Segovia;Castilla León;España
Fuentesaúco de Fuentidueña;Segovia;Castilla León;España
Fuentesoto;Segovia;Castilla León;España
Fuentidueña;Segovia;Castilla León;España
Gallegos;Segovia;Castilla León;España
Garcillán;Segovia;Castilla León;España
Gomezserracín;Segovia;Castilla León;España
Grajera;Segovia;Castilla León;España
Honrubia de la Cuesta;Segovia;Castilla León;España
Hontalbilla;Segovia;Castilla León;España
Hontanares de Eresma;Segovia;Castilla León;España
Huertos (Los);Segovia;Castilla León;España
Ituero y Lama;Segovia;Castilla León;España
Juarros de Riomoros;Segovia;Castilla León;España
Juarros de Voltoya;Segovia;Castilla León;España
Labajos;Segovia;Castilla León;España
Laguna de Contreras;Segovia;Castilla León;España
Languilla;Segovia;Castilla León;España
Lastras de Cuéllar;Segovia;Castilla León;España
Lastras del Pozo;Segovia;Castilla León;España
Lastrilla (La);Segovia;Castilla León;España
Losa (La);Segovia;Castilla León;España
Maderuelo;Segovia;Castilla León;España
Marazoleja;Segovia;Castilla León;España
Marazuela;Segovia;Castilla León;España
Martín Miguel;Segovia;Castilla León;España
Martín Muñoz de la Dehesa;Segovia;Castilla León;España
Martín Muñoz de las Posadas;Segovia;Castilla León;España
Marugán;Segovia;Castilla León;España
Mata de Cuéllar;Segovia;Castilla León;España
Matabuena;Segovia;Castilla León;España
Matilla (La);Segovia;Castilla León;España
Melque de Cercos;Segovia;Castilla León;España
Membibre de la Hoz;Segovia;Castilla León;España
Migueláñez;Segovia;Castilla León;España
Montejo de Arévalo;Segovia;Castilla León;España
Montejo de la Vega de la Serrezuela;Segovia;Castilla León;España
Monterrubio;Segovia;Castilla León;España
Moral de Hornuez;Segovia;Castilla León;España
Mozoncillo;Segovia;Castilla León;España
Muñopedro;Segovia;Castilla León;España
Muñoveros;Segovia;Castilla León;España
Nava de la Asunción;Segovia;Castilla León;España
Navafría;Segovia;Castilla León;España
Navalilla;Segovia;Castilla León;España
Navalmanzano;Segovia;Castilla León;España
Navares de Ayuso;Segovia;Castilla León;España
Navares de Enmedio;Segovia;Castilla León;España
Navares de las Cuevas;Segovia;Castilla León;España
Navas de Oro;Segovia;Castilla León;España
Navas de Riofrío;Segovia;Castilla León;España
Navas de San Antonio;Segovia;Castilla León;España
Nieva;Segovia;Castilla León;España
Olombrada;Segovia;Castilla León;España
Orejana;Segovia;Castilla León;España
Ortigosa de Pestaño;Segovia;Castilla León;España
Ortigosa del Monte;Segovia;Castilla León;España
Otero de Herreros;Segovia;Castilla León;España
Pajarejos;Segovia;Castilla León;España
Palazuelos de Eresma;Segovia;Castilla León;España
Pedraza;Segovia;Castilla León;España
Pelayos del Arroyo;Segovia;Castilla León;España
Perosillo;Segovia;Castilla León;España
Pinarejos;Segovia;Castilla León;España
Pinarnegrillo;Segovia;Castilla León;España
Pradales;Segovia;Castilla León;España
Prádena;Segovia;Castilla León;España
Puebla de Pedraza;Segovia;Castilla León;España
Rapariegos;Segovia;Castilla León;España
Rebollo;Segovia;Castilla León;España
Remondo;Segovia;Castilla León;España
Riaguas de San Bartolomé;Segovia;Castilla León;España
Riaza;Segovia;Castilla León;España
Ribota;Segovia;Castilla León;España
Riofrío de Riaza;Segovia;Castilla León;España
Roda de Eresma;Segovia;Castilla León;España
Sacramenia;Segovia;Castilla León;España
Samboal;Segovia;Castilla León;España
San Cristóbal de Cuéllar;Segovia;Castilla León;España
San Cristóbal de la Vega;Segovia;Castilla León;España
San Cristóbal de Segovia;Segovia;Castilla León;España
San Ildefonso;Segovia;Castilla León;España
San Martín y Mudrián;Segovia;Castilla León;España
San Miguel de Bernuy;Segovia;Castilla León;España
San Pedro de Gaíllos;Segovia;Castilla León;España
Sanchonuño;Segovia;Castilla León;España
Sangarcía;Segovia;Castilla León;España
Santa María la Real de Nieva;Segovia;Castilla León;España
Santa Marta del Cerro;Segovia;Castilla León;España
